Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A711692,,09/11/2015 07:21:00 AM,09/11/2015 07:21:00 AM,12118 Walnut Park #828 in Austin (TX),Stray,Nursing,Cat,Intact Male,1 day,Domestic Shorthair Mix,Gray Tabby,,09/11/2015 12:40:00 PM,09/11/2015 12:40:00 PM,09/10/2015,Cat,Intact Male,1 day,Domestic Shorthair Mix,Gray Tabby,0.0
A752106,*Rye,06/18/2017 11:04:00 AM,06/18/2017 11:04:00 AM,E Stassney Ln And Spoke Ct in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Anatol Shepherd Mix,Brown Brindle,*Rye,06/25/2017 05:11:00 PM,06/25/2017 05:11:00 PM,11/03/2016,Dog,Neutered Male,7 months,Anatol Shepherd Mix,Brown Brindle,0.0
A680060,*Jelly,05/29/2014 01:52:00 PM,05/29/2014 01:52:00 PM,W Braker Ln & Burnet Rd in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby/White,*Jelly,07/12/2014 08:41:00 PM,07/12/2014 08:41:00 PM,05/07/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White,0.0
A783686,,11/04/2018 02:05:00 PM,11/04/2018 02:05:00 PM,2101 Burton Drive in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby,,11/04/2018 02:53:00 PM,11/04/2018 02:53:00 PM,08/04/2018,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby,1.0
A764134,,12/22/2017 02:34:00 PM,12/22/2017 02:34:00 PM,1225 Anise Drive in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby,,12/23/2017 07:19:00 PM,12/23/2017 07:19:00 PM,09/07/2017,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,0.0
A742945,Nugget,01/31/2017 12:01:00 PM,01/31/2017 12:01:00 PM,S Pleasant Valley Road And Canterbury Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Basset Hound/Labrador Retriever,Chocolate/White,Nugget,04/11/2017 08:53:00 AM,04/11/2017 08:53:00 AM,01/31/2016,Dog,Neutered Male,1 year,Basset Hound/Labrador Retriever,Chocolate/White,0.0
A698188,,03/07/2015 07:23:00 AM,03/07/2015 07:23:00 AM,Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Rat Terrier Mix,White,,03/13/2015 04:06:00 PM,03/13/2015 04:06:00 PM,03/07/2015,Dog,Intact Male,6 days,Rat Terrier Mix,White,0.0
A761285,,11/02/2017 11:47:00 AM,11/02/2017 11:47:00 AM,Old San Antonio And Onion Creek in Travis (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby/White,,11/06/2017 02:05:00 PM,11/06/2017 02:05:00 PM,08/02/2017,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A716626,,11/22/2015 11:36:00 AM,11/22/2015 11:36:00 AM,6000 Shephard Mountain Cove in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue,,11/26/2015 08:20:00 PM,11/26/2015 08:20:00 PM,11/22/2013,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue,0.0
A743493,King,02/11/2017 01:00:00 PM,02/11/2017 01:00:00 PM,Cheviot Ln And Ellon Rd in Travis (TX),Stray,Normal,Dog,Neutered Male,2 years,Great Dane Mix,Black,King,02/11/2017 03:18:00 PM,02/11/2017 03:18:00 PM,06/02/2014,Dog,Neutered Male,2 years,Great Dane Mix,Black,0.0
A717621,Lily,12/11/2015 01:56:00 PM,12/11/2015 01:56:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Black,Lily,01/05/2016 01:20:00 PM,01/05/2016 01:20:00 PM,12/11/2014,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black,0.0
A751989,*Ruxson,06/16/2017 01:26:00 PM,06/16/2017 01:26:00 PM,11880 Von Quintus in Travis (TX),Stray,Normal,Dog,Intact Female,3 years,Labrador Retriever,Black,*Ruxson,06/29/2017 02:40:00 PM,06/29/2017 02:40:00 PM,06/16/2014,Dog,Spayed Female,3 years,Labrador Retriever,Black,0.0
A799410,,07/08/2019 01:46:00 PM,07/08/2019 01:46:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue,,07/09/2019 11:03:00 AM,07/09/2019 11:03:00 AM,06/08/2019,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue,1.0
A751060,*Elbert,06/03/2017 04:41:00 PM,06/03/2017 04:41:00 PM,8526 Cornwall Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,*Elbert,06/17/2017 01:13:00 PM,06/17/2017 01:13:00 PM,04/03/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A803166,*Marco,08/28/2019 12:31:00 PM,08/28/2019 12:31:00 PM,10301 Lava Ln in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Border Collie,Black,*Marco,09/03/2019 04:19:00 PM,09/03/2019 04:19:00 PM,08/28/2017,Dog,Intact Male,2 years,Border Collie,Black,0.0
A749147,Chip,05/11/2017 03:02:00 PM,05/11/2017 03:02:00 PM,8203 N Lamar Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Snowshoe Mix,Chocolate Point/White,Chip,05/13/2017 11:37:00 AM,05/13/2017 11:37:00 AM,03/20/2017,Cat,Intact Male,1 month,Snowshoe Mix,Chocolate Point/White,0.0
A630261,Dalila,05/09/2017 09:41:00 AM,05/09/2017 09:41:00 AM,7403 Riverside Dr in Austin (TX),Stray,Injured,Dog,Spayed Female,8 years,German Shepherd Mix,Tan,Dalila,05/18/2017 11:49:00 AM,05/18/2017 11:49:00 AM,01/19/2009,Dog,Spayed Female,8 years,German Shepherd Mix,Tan,0.0
A694979,Cookie,01/07/2015 11:48:00 AM,01/07/2015 11:48:00 AM,Outside Jurisdiction,Owner Surrender,Injured,Dog,Intact Female,1 year,Rat Terrier/Beagle,Brown/White,Cookie,02/12/2015 04:01:00 PM,02/12/2015 04:01:00 PM,01/07/2014,Dog,Intact Female,1 year,Rat Terrier/Beagle,Brown/White,0.0
A687919,,09/12/2014 08:01:00 AM,09/12/2014 08:01:00 AM,North Austin in Austin (TX),Stray,Sick,Cat,Intact Female,4 weeks,Domestic Longhair Mix,Black,,09/19/2014 09:01:00 AM,09/19/2014 09:01:00 AM,08/12/2014,Cat,Intact Female,1 month,Domestic Longhair Mix,Black,1.0
A750222,Lily,05/25/2017 05:38:00 PM,05/25/2017 05:38:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,13 years,Boston Terrier/Pug,Black,Lily,06/04/2017 11:14:00 AM,06/04/2017 11:14:00 AM,12/03/2003,Dog,Spayed Female,13 years,Boston Terrier/Pug,Black,0.0
A739666,*Rex,12/05/2016 05:28:00 PM,12/05/2016 05:28:00 PM,Harvey And East 17Th in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Black Mouth Cur Mix,Brown/Black,*Rex,12/18/2016 05:38:00 PM,12/18/2016 05:38:00 PM,02/05/2016,Dog,Neutered Male,10 months,Black Mouth Cur Mix,Brown/Black,0.0
A799106,Bo,07/05/2019 11:45:00 AM,07/05/2019 11:45:00 AM,Barge Street And Manchaca in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Cairn Terrier,Black/White,Bo,07/09/2019 05:20:00 PM,07/09/2019 05:20:00 PM,07/05/2017,Dog,Neutered Male,2 years,Cairn Terrier,Black/White,0.0
A692050,Hazel,11/13/2014 05:30:00 PM,11/13/2014 05:30:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Boston Terrier/Australian Kelpie,Black/White,Hazel,11/24/2014 02:08:00 PM,11/24/2014 02:08:00 PM,05/13/2012,Dog,Spayed Female,2 years,Boston Terrier/Australian Kelpie,Black/White,0.0
A805102,*Dr. Seuss,09/22/2019 02:16:00 PM,09/22/2019 02:16:00 PM,Garden Meadow in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Catahoula Mix,White/Brown,*Dr. Seuss,10/15/2019 02:27:00 PM,10/15/2019 02:27:00 PM,09/22/2016,Dog,Neutered Male,3 years,Catahoula Mix,White/Brown,0.0
A690195,,10/15/2014 06:53:00 PM,10/15/2014 06:53:00 PM,Pleasant Valley & William Cannon in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Plott Hound Mix,Red,,10/16/2014 04:56:00 PM,10/16/2014 04:56:00 PM,08/31/2014,Dog,Intact Female,1 month,Plott Hound Mix,Red,0.0
A785397,*Grover,12/02/2018 02:35:00 PM,12/02/2018 02:35:00 PM,Highway 290 And Tuscany Way in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/Brittany,White/Tan,*Grover,02/24/2019 12:48:00 PM,02/24/2019 12:48:00 PM,12/02/2016,Dog,Neutered Male,2 years,Labrador Retriever/Brittany,White/Tan,0.0
A706618,,06/30/2015 10:08:00 PM,06/30/2015 10:08:00 PM,16672 Round Mountain in Travis (TX),Public Assist,Normal,Bird,Unknown,2 years,Pigeon,White,,07/23/2015 04:49:00 PM,07/23/2015 04:49:00 PM,06/30/2013,Bird,Unknown,2 years,Pigeon,White,0.0
A759720,,10/06/2017 01:43:00 PM,10/06/2017 01:43:00 PM,235 Corinthian in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,,10/11/2017 05:54:00 PM,10/11/2017 05:54:00 PM,08/06/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0.0
A709858,*Sandra Dee,08/13/2015 05:10:00 PM,08/13/2015 05:10:00 PM,1124 Rutland Dr #22 in Austin (TX),Stray,Normal,Cat,Intact Female,9 years,Domestic Medium Hair Mix,Brown Tabby,*Sandra Dee,09/05/2015 01:08:00 PM,09/05/2015 01:08:00 PM,08/13/2006,Cat,Intact Female,9 years,Domestic Medium Hair Mix,Brown Tabby,0.0
A623164,Rainbow,09/23/2016 09:01:00 AM,09/23/2016 09:01:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,Tricolor,Rainbow,09/26/2016 12:00:00 AM,09/26/2016 12:00:00 AM,04/03/2007,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,Tricolor,0.0
A713014,*Cheryl,10/01/2015 03:29:00 PM,10/01/2015 03:29:00 PM,9110 S Hwy 183 in Austin (TX),Stray,Sick,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby,*Cheryl,06/21/2016 09:12:00 AM,06/21/2016 09:12:00 AM,10/01/2014,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby,0.0
A752614,*Matt,06/25/2017 07:58:00 AM,06/25/2017 07:58:00 AM,12518 Research Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,*Matt,08/07/2017 06:14:00 PM,08/07/2017 06:14:00 PM,05/09/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A750701,,05/30/2017 02:32:00 PM,05/30/2017 02:32:00 PM,6809 Shannon in Austin (TX),Stray,Nursing,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Gray Tabby,,05/30/2017 06:21:00 PM,05/30/2017 06:21:00 PM,05/15/2017,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Gray Tabby,0.0
A685556,Captain,08/27/2014 04:22:00 PM,08/27/2014 04:22:00 PM,1833 Coronado Hills in Austin (TX),Stray,Normal,Dog,Neutered Male,6 months,Blue Lacy/Pit Bull,Blue/White,Captain,09/26/2014 02:54:00 PM,09/26/2014 02:54:00 PM,02/09/2014,Dog,Neutered Male,7 months,Blue Lacy/Pit Bull,Blue/White,0.0
A796600,*June,06/03/2019 01:11:00 PM,06/03/2019 01:11:00 PM,508 East Howard Lane in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue/Tortie,*June,06/30/2019 03:07:00 PM,06/30/2019 03:07:00 PM,05/03/2019,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue/Tortie,0.0
A717754,Lady,12/14/2015 12:58:00 PM,12/14/2015 12:58:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Dachshund Longhair Mix,Red/White,Lady,12/19/2015 01:10:00 PM,12/19/2015 01:10:00 PM,12/14/2011,Dog,Spayed Female,4 years,Dachshund Longhair Mix,Red/White,0.0
A706978,*Jasper,07/06/2015 12:44:00 PM,07/06/2015 12:44:00 PM,Old Millwood And Shreveport in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Black/White,*Jasper,07/22/2015 12:20:00 PM,07/22/2015 12:20:00 PM,07/06/2011,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Black/White,0.0
A754889,Lucy,07/26/2017 11:21:00 AM,07/26/2017 11:21:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Calico/White,Lucy,08/06/2017 01:05:00 PM,08/06/2017 01:05:00 PM,07/26/2007,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Calico/White,0.0
A756470,Ellie,08/20/2017 12:26:00 PM,08/20/2017 12:26:00 PM,Highway 45 And Farm Road 1826 in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever/Doberman Pinsch,Tan,Ellie,08/26/2017 06:28:00 PM,08/26/2017 06:28:00 PM,06/28/2017,Dog,Intact Female,1 month,Labrador Retriever/Doberman Pinsch,Tan,0.0
A700500,*Rosie,04/14/2015 04:19:00 PM,04/14/2015 04:19:00 PM,8608 Swanson Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Miniature Schnauzer/Yorkshire Terrier,Black/Gray,*Rosie,04/25/2015 03:50:00 PM,04/25/2015 03:50:00 PM,04/14/2013,Dog,Spayed Female,2 years,Miniature Schnauzer/Yorkshire Terrier,Black/Gray,0.0
A812453,Panda,01/22/2020 07:01:00 PM,01/22/2020 07:01:00 PM,7201 Levander Loop in Austin (TX),Abandoned,Normal,Cat,Spayed Female,6 months,Domestic Shorthair,Black/White,Panda,01/25/2020 12:18:00 PM,01/25/2020 12:18:00 PM,07/22/2019,Cat,Spayed Female,6 months,Domestic Shorthair,Black/White,0.0
A651257,,10/15/2014 12:45:00 PM,10/15/2014 12:45:00 PM,12062 Lincolnshire Dr in Austin (TX),Stray,Injured,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Orange Tabby,,10/15/2014 03:02:00 PM,10/15/2014 03:02:00 PM,04/07/2005,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Orange Tabby,1.0
A788629,,02/06/2019 06:38:00 AM,02/06/2019 06:38:00 AM,Austin (TX),Stray,Nursing,Cat,Intact Male,1 day,Domestic Shorthair Mix,White/Agouti,,05/15/2019 07:11:00 PM,05/15/2019 07:11:00 PM,02/05/2019,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Agouti,0.0
A747284,,04/17/2017 04:42:00 PM,04/17/2017 04:42:00 PM,4025 Duval Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby,,04/17/2017 05:55:00 PM,04/17/2017 05:55:00 PM,04/07/2017,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby,0.0
A713159,,10/03/2015 12:30:00 PM,10/03/2015 12:30:00 PM,2100 Comal St in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,,10/04/2015 09:00:00 AM,10/04/2015 09:00:00 AM,10/03/2014,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,0.0
A793169,,04/20/2019 02:10:00 PM,04/20/2019 02:10:00 PM,4516 Felicity Lane in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black,,04/20/2019 02:45:00 PM,04/20/2019 02:45:00 PM,03/29/2019,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black,0.0
A698582,,03/14/2015 08:28:00 AM,03/14/2015 08:28:00 AM,2317 S Pleasant Valley Rd in Austin (TX),Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby,,03/17/2015 10:56:00 AM,03/17/2015 10:56:00 AM,03/14/2014,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby,1.0
A759889,*Bruiser,10/09/2017 12:18:00 PM,10/09/2017 12:18:00 PM,7201 White Panda Run in Travis (TX),Stray,Injured,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,White/Tan,*Bruiser,10/28/2017 05:26:00 PM,10/28/2017 05:26:00 PM,10/09/2014,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,White/Tan,0.0
A802158,Luc,08/14/2019 03:34:00 PM,08/14/2019 03:34:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Shorthair,Black/White,Luc,09/02/2019 02:37:00 PM,09/02/2019 02:37:00 PM,01/14/2014,Cat,Neutered Male,5 years,Domestic Shorthair,Black/White,0.0
A699280,,03/25/2015 09:59:00 AM,03/25/2015 09:59:00 AM,926 Dean Keeton St in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Rabbit Sh,Brown,,03/25/2015 10:13:00 AM,03/25/2015 10:13:00 AM,03/25/2014,Other,Unknown,1 year,Rabbit Sh,Brown,1.0
A746927,Shadow,05/13/2017 05:17:00 PM,05/13/2017 05:17:00 PM,1410 East Anderson Lane in Austin (TX),Stray,Normal,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,Shadow,05/29/2017 01:15:00 PM,05/29/2017 01:15:00 PM,01/20/2017,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby,0.0
A774880,*Colonel,06/21/2018 01:39:00 PM,06/21/2018 01:39:00 PM,Tello Path And Zuniga Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby,*Colonel,08/27/2018 07:42:00 PM,08/27/2018 07:42:00 PM,06/21/2008,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby,0.0
A775428,,06/29/2018 05:05:00 PM,06/29/2018 05:05:00 PM,5032 Irvine Lane in Del Valle (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Cream Tabby,,06/29/2018 06:22:00 PM,06/29/2018 06:22:00 PM,06/22/2018,Cat,Unknown,1 week,Domestic Shorthair Mix,Cream Tabby,0.0
A719326,*Ludo,01/17/2016 02:09:00 PM,01/17/2016 02:09:00 PM,12200 Fm 969 in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Brown,*Ludo,01/21/2016 03:01:00 PM,01/21/2016 03:01:00 PM,01/17/2014,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Brown,0.0
A702553,,05/15/2015 01:21:00 PM,05/15/2015 01:21:00 PM,Fay St And Bales St in Manor (TX),Stray,Normal,Dog,Intact Female,4 weeks,Australian Shepherd Mix,White/Tan,,05/15/2015 03:14:00 PM,05/15/2015 03:14:00 PM,04/15/2015,Dog,Intact Female,4 weeks,Australian Shepherd Mix,White/Tan,1.0
A568306,Roscoe,10/26/2015 10:46:00 AM,10/26/2015 10:46:00 AM,2313 Monarch Dr in Austin (TX),Stray,Injured,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Black Smoke,Roscoe,10/29/2015 12:48:00 PM,10/29/2015 12:48:00 PM,03/20/2006,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Black Smoke,1.0
A682967,,07/05/2014 12:59:00 PM,07/05/2014 12:59:00 PM,7200 Lenora St in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Dachshund Mix,Black/Tan,,07/10/2014 05:17:00 PM,07/10/2014 05:17:00 PM,07/05/2011,Dog,Spayed Female,3 years,Dachshund Mix,Black/Tan,0.0
A692690,Sugar Cane,11/24/2014 01:23:00 PM,11/24/2014 01:23:00 PM,11110 Renel Dr #A in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Italian Greyhound Mix,Buff,Sugar Cane,12/07/2014 02:48:00 PM,12/07/2014 02:48:00 PM,12/24/2013,Dog,Neutered Male,11 months,Italian Greyhound Mix,Buff,0.0
A696275,Pickles,02/01/2015 05:16:00 PM,02/01/2015 05:16:00 PM,Bee Caves Rd And Fletcher in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Boxer,Tricolor,Pickles,02/05/2015 04:59:00 PM,02/05/2015 04:59:00 PM,02/01/2013,Dog,Neutered Male,2 years,Boxer,Tricolor,0.0
A698024,Gordo,03/04/2015 06:55:00 PM,03/04/2015 06:55:00 PM,South Congress And Clearday Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,Gordo,03/06/2015 11:34:00 AM,03/06/2015 11:34:00 AM,03/12/2012,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,0.0
A711095,,09/01/2015 04:10:00 PM,09/01/2015 04:10:00 PM,1156 W Cesar Chavez in Austin (TX),Stray,Nursing,Cat,Unknown,2 days,Domestic Shorthair Mix,Orange Tabby,,09/01/2015 04:16:00 PM,09/01/2015 04:16:00 PM,08/30/2015,Cat,Unknown,2 days,Domestic Shorthair Mix,Orange Tabby,0.0
A687717,*Leia,09/09/2014 11:33:00 AM,09/09/2014 11:33:00 AM,7802 Lonesome Dove Cv in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Siamese Mix,Lynx Point,*Leia,09/15/2014 03:28:00 PM,09/15/2014 03:28:00 PM,07/02/2014,Cat,Intact Female,2 months,Siamese Mix,Lynx Point,0.0
A741385,Banks,01/01/2017 11:52:00 AM,01/01/2017 11:52:00 AM,2104 E Anderson Ln in Austin (TX),Stray,Aged,Dog,Neutered Male,12 years,Labrador Retriever Mix,Chocolate,Banks,01/01/2017 02:33:00 PM,01/01/2017 02:33:00 PM,01/01/2005,Dog,Neutered Male,12 years,Labrador Retriever Mix,Chocolate,0.0
A684131,,07/19/2014 05:22:00 PM,07/19/2014 05:22:00 PM,7607 Blessing Ave in Austin (TX),Stray,Normal,Cat,Intact Male,1 week,Domestic Shorthair Mix,White/Black,,07/19/2014 06:34:00 PM,07/19/2014 06:34:00 PM,07/12/2014,Cat,Intact Male,1 week,Domestic Shorthair Mix,White/Black,0.0
A692970,Romeo,11/29/2014 12:45:00 PM,11/29/2014 12:45:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Orange Tabby/White,Romeo,01/04/2015 03:19:00 PM,01/04/2015 03:19:00 PM,11/29/2000,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Orange Tabby/White,0.0
A251095,Beauty,03/02/2016 11:55:00 AM,03/02/2016 11:55:00 AM,Travis (TX),Euthanasia Request,Aged,Dog,Spayed Female,14 years,Border Collie,Tricolor,Beauty,03/02/2016 01:16:00 PM,03/02/2016 01:16:00 PM,12/03/2001,Dog,Spayed Female,14 years,Border Collie,Tricolor,1.0
A785865,Doggie H,12/11/2018 03:37:00 PM,12/11/2018 03:37:00 PM,Clarkson Ave in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Australian Cattle Dog Mix,Red/White,Doggie H,01/03/2019 04:02:00 PM,01/03/2019 04:02:00 PM,06/11/2017,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red/White,0.0
A670528,*Martha,01/09/2014 03:02:00 PM,01/09/2014 03:02:00 PM,11501 Pollyanna in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Dachshund Mix,Black/Brown,*Martha,01/20/2014 02:26:00 PM,01/20/2014 02:26:00 PM,01/09/2009,Dog,Spayed Female,5 years,Dachshund Mix,Black/Brown,0.0
A688578,Chief,09/20/2014 06:26:00 PM,09/20/2014 06:26:00 PM,1317 Green Pastures Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White/Black,Chief,09/22/2014 05:29:00 PM,09/22/2014 05:29:00 PM,09/20/2012,Dog,Neutered Male,2 years,Pit Bull Mix,White/Black,0.0
A679535,,05/22/2014 01:00:00 PM,05/22/2014 01:00:00 PM,Acorn Creek Trail in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream Tabby,,05/23/2014 09:14:00 AM,05/23/2014 09:14:00 AM,05/07/2014,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream Tabby,0.0
A809891,Bean,12/03/2019 12:40:00 PM,12/03/2019 12:40:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Dutch Shepherd/Australian Kelpie,Black/White,Bean,12/12/2019 11:47:00 AM,12/12/2019 11:47:00 AM,12/03/2017,Dog,Neutered Male,2 years,Dutch Shepherd/Australian Kelpie,Black/White,0.0
A801008,,07/30/2019 08:19:00 AM,07/30/2019 08:19:00 AM,8501 N Mopac Expy in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Black,,07/30/2019 10:13:00 AM,07/30/2019 10:13:00 AM,07/30/2017,Other,Unknown,2 years,Bat,Black,1.0
A749806,Duchess,05/19/2017 04:15:00 PM,05/19/2017 04:15:00 PM,Springdale Rd And Loyola Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Black/Brown,Duchess,05/23/2017 05:49:00 PM,05/23/2017 05:49:00 PM,05/19/2016,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/Brown,0.0
A740000,*Holly,12/10/2016 11:31:00 AM,12/10/2016 11:31:00 AM,4627 Credo Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,*Holly,01/29/2017 05:59:00 PM,01/29/2017 05:59:00 PM,11/03/2016,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,0.0
A718625,*Jenner,01/03/2016 03:22:00 PM,01/03/2016 03:22:00 PM,Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Dachshund Wirehair/Rat Terrier,Tricolor,*Jenner,01/17/2016 12:32:00 PM,01/17/2016 12:32:00 PM,10/13/2015,Dog,Intact Male,3 months,Dachshund Wirehair/Rat Terrier,Tricolor,0.0
A707028,,07/06/2015 11:14:00 PM,07/06/2015 11:14:00 PM,12034 Research in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Black/White,,07/07/2015 09:00:00 AM,07/07/2015 09:00:00 AM,07/07/2012,Cat,Intact Female,3 years,Domestic Medium Hair Mix,Black/White,0.0
A809541,,11/26/2019 12:12:00 PM,11/26/2019 12:12:00 PM,7001 Craybrough Cr in Austin (TX),Stray,Injured,Dog,Intact Male,13 years,Border Terrier/Chihuahua Longhair,Black,,11/27/2019 04:49:00 PM,11/27/2019 04:49:00 PM,11/26/2006,Dog,Intact Male,13 years,Border Terrier/Chihuahua Longhair,Black,0.0
